subject_id,type,block,task,audiofile,success,state,flag,comment
64,Real,1,LegatoDesc,S64_click_01_segment_4.wav,true,ok,,no hay un silencio pero se corta el sonido un poco
64,Real,1,NonlegatoAsc,S64_click_01_segment_5.wav,true,ok,,
64,Real,1,NonlegatoDesc,S64_click_01_segment_6.wav,true,ok,,
64,Real,1,Overtone,S64_click_01_segment_11.wav,true,ok,,suena y se estabiliza
64,Real,2,LegatoAsc,S64_click_03_segment_7.wav,false,ok,,
64,Real,2,LegatoDesc,S64_click_03_segment_10.wav,true,ok,criterio,ataque multiestable
64,Real,2,NonlegatoAsc,S64_click_03_segment_2.wav,true,ok,,
64,Real,2,NonlegatoDesc,S64_click_03_segment_4.wav,true,ok,,
64,Real,2,Overtone,S64_click_03_segment_15.wav,true,ok,,en el limite
70,Real,1,LegatoAsc,S70_click_01_segment_5.wav,false,ok,criterio,ataca primero el grave
70,Real,1,LegatoDesc,S70_click_01_segment_7.wav,true,ok,,
70,Real,1,NonlegatoAsc,S70_click_01_segment_8.wav,true,ok,,
70,Real,1,NonlegatoDesc,S70_click_01_segment_9.wav,true,ok,,
70,Real,1,Overtone,S70_click_01_segment_11.wav,false,ok,,
70,Real,2,LegatoAsc,S70_click_03_segment_4.wav,false,ok,criterio,esta en el limite puede ser ok
70,Real,2,LegatoDesc,S70_click_03_segment_6.wav,true,ok,,
70,Real,2,NonlegatoAsc,S70_click_03_segment_7.wav,true,ok,,
70,Real,2,NonlegatoDesc,S70_click_03_segment_8.wav,false,ok,,
70,Real,2,Overtone,S70_click_03_segment_9.wav,true,ok,,aparece al final
80,Real,1,LegatoAsc,S80_click_02_segment_16.wav,false,ok,,
80,Real,1,LegatoDesc,S80_click_02_segment_5.wav,true,ok,,
80,Real,1,NonlegatoAsc,S80_click_02_segment_6.wav,true,ok,,
80,Real,1,NonlegatoDesc,S80_click_02_segment_7.wav,true,ok,,
80,Real,1,Overtone,S80_click_02_segment_9.wav,true,ok,,en el limite
80,Real,2,LegatoAsc,S80_click_04_segment_12.wav,true,ok,,
80,Real,2,LegatoDesc,S80_click_04_segment_8.wav,true,ok,,
80,Real,2,NonlegatoAsc,S80_click_04_segment_2.wav,false,ok,sensores,fuerza 0 y con ruido y fluctuaciones
80,Real,2,NonlegatoDesc,S80_click_04_segment_3.wav,false,ok,sensores,fuerza con ruido y fluctuaciones
80,Real,2,Overtone,S80_click_04_segment_10.wav,false,ok,,
83,Real,1,LegatoAsc,S83_click_02_segment_12.wav,false,ok,,
83,Real,1,LegatoDesc,S83_click_02_segment_6.wav,true,ok,,
83,Real,1,NonlegatoAsc,S83_click_02_segment_7.wav,true,ok,,
83,Real,1,NonlegatoDesc,S83_click_02_segment_8.wav,true,ok,dudoso,parece un f no llega a ser un ataque pero pasa algo raro revisar que el trial sea el correcto
83,Real,1,Overtone,S83_click_02_segment_9.wav,false,ok,,
83,Real,2,LegatoAsc,S83_click_04_segment_2.wav,false,ok,dudoso,parece f chequear igual
83,Real,2,LegatoDesc,S83_click_04_segment_5.wav,true,ok,criterio,en el grave ataca primero el segundo modo
83,Real,2,NonlegatoAsc,S83_click_04_segment_6.wav,true,ok,dudoso,parece un f no llega a ser un ataque pero pasa algo raro revisar que el trial sea el correcto
83,Real,2,NonlegatoDesc,S83_click_04_segment_7.wav,true,ok,dudoso,repite el trial debe estar mal el archivo
83,Real,2,Overtone,S83_click_04_segment_9.wav,false,ok,,en el limite
88,Real,1,LegatoAsc,S88_click_01_segment_8.wav,false,ok,,
88,Real,1,LegatoDesc,S88_click_01_segment_9.wav,true,ok,,
88,Real,1,NonlegatoAsc,S88_click_01_segment_3.wav,true,ok,,
